InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Total,Date,Time,Payment
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,326.424,1/7/2019,16:11,Credit card
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,536.991,1/14/2019,19:06,Credit card
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,439.8975,2/2/2019,15:34,Ewallet
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,369.495,3/17/2019,19:06,Credit card
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,30.219,3/2/2019,19:44,Credit card
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,99.75,3/16/2019,11:22,Cash
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,494.76,1/6/2019,11:23,Cash
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,137.004,1/29/2019,14:12,Cash
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,69.6675,1/31/2019,10:46,Credit card
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,163.233,2/5/2019,10:16,Ewallet
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,135.45,2/13/2019,12:38,Ewallet
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,276.948,2/7/2019,13:05,Credit card
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,709.317,3/19/2019,13:25,Ewallet
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,69.09,3/7/2019,14:53,Ewallet
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,160.86,3/13/2019,19:22,Cash
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,233.52,2/9/2019,11:00,Cash
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,57.1725,2/26/2019,19:24,Ewallet
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,723.24,3/12/2019,12:43,Credit card
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,148.974,3/14/2019,17:22,Credit card
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,783.3,1/8/2019,20:55,Cash
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,297.108,1/5/2019,16:05,Credit card
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,373.17,1/4/2019,13:34,Ewallet
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,354.0075,3/6/2019,18:13,Ewallet
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,44.352,1/3/2019,19:17,Cash
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,203.553,1/7/2019,11:44,Credit card
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,25.263,1/27/2019,15:51,Cash
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,628.173,2/26/2019,16:52,Ewallet
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,352.5795,1/7/2019,20:52,Cash
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,229.11,1/7/2019,17:36,Cash
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,400.764,2/2/2019,13:23,Ewallet
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,745.395,3/20/2019,16:28,Cash
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,462.21,3/20/2019,19:57,Credit card
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,587.664,2/15/2019,17:01,Credit card
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,38.85,3/6/2019,13:29,Credit card
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,16.107,1/6/2019,11:09,Cash
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,628.929,3/4/2019,15:02,Ewallet
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,200.214,3/12/2019,14:21,Cash
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,350.07,2/20/2019,18:01,Cash
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,78.603,3/24/2019,14:49,Cash
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,224.4375,1/31/2019,12:02,Cash
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,356.5485,1/25/2019,13:30,Credit card
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,697.368,2/3/2019,14:38,Cash
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,423.15,1/24/2019,17:37,Credit card
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,204.6975,3/14/2019,17:20,Ewallet
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,65.604,2/18/2019,20:29,Cash
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,76.356,1/21/2019,10:00,Cash
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,190.155,3/13/2019,11:46,Ewallet
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,272.58,3/3/2019,13:42,Cash
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,121.128,3/29/2019,14:44,Cash
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,493.794,1/10/2019,14:16,Ewallet
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,252.042,1/25/2019,15:54,Cash
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,93.0405,1/19/2019,10:21,Cash
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,209.622,1/2/2019,18:09,Credit card
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,40.9605,3/12/2019,16:46,Credit card
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,51.0405,2/25/2019,15:31,Cash
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,214.998,3/18/2019,17:15,Credit card
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,125.664,2/23/2019,12:29,Cash
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,530.67,3/26/2019,20:14,Ewallet
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,295.6905,3/30/2019,13:22,Cash
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,745.836,2/17/2019,17:09,Cash
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,83.412,3/21/2019,10:40,Ewallet
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,172.011,3/5/2019,17:43,Cash
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,503.559,1/31/2019,14:04,Cash
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,145.593,2/5/2019,19:05,Ewallet
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,74.7075,2/1/2019,10:08,Credit card
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,146.9475,3/7/2019,13:12,Cash
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,820.365,2/10/2019,20:51,Cash
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,208.677,2/14/2019,17:29,Cash
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,66.402,2/9/2019,10:25,Cash
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,392.6475,1/10/2019,11:34,Cash
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,218.0745,3/11/2019,18:58,Credit card
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,185.094,2/18/2019,16:28,Ewallet
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,216.6885,2/26/2019,20:26,Cash
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,41.391,1/18/2019,15:08,Cash
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,96.138,2/15/2019,18:03,Ewallet
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,324.2925,3/8/2019,13:21,Cash
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,135.576,1/17/2019,12:48,Credit card
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,410.508,3/12/2019,19:53,Ewallet
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,523.845,3/9/2019,19:09,Cash
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,395.892,3/12/2019,16:30,Cash
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,214.746,1/25/2019,10:11,Credit card
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,152.712,3/25/2019,13:07,Cash
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,208.089,2/7/2019,18:48,Cash
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,103.635,2/17/2019,17:27,Credit card
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,404.355,2/3/2019,15:59,Cash
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,49.308,3/14/2019,11:21,Credit card
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,77.175,3/24/2019,13:48,Ewallet
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,149.3625,3/21/2019,10:17,Credit card
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,721.98,3/19/2019,15:49,Ewallet
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,365.085,2/24/2019,13:02,Cash
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,150.0975,3/28/2019,12:58,Credit card
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,404.649,2/5/2019,15:26,Credit card
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,151.4835,2/10/2019,18:23,Credit card
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,411.3795,3/5/2019,19:06,Ewallet
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,565.215,2/15/2019,20:21,Cash
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,509.4075,1/30/2019,16:24,Ewallet
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,140.6475,2/14/2019,15:04,Cash
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,736.4385,2/27/2019,16:10,Ewallet
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,75.5475,2/4/2019,12:14,Cash
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,749.7,1/20/2019,10:13,Cash
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,191.247,3/28/2019,17:38,Cash
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,141.75,2/27/2019,11:06,Credit card
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,1042.65,2/15/2019,14:53,Credit card
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,379.9215,1/26/2019,18:22,Cash
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,402.2655,3/14/2019,19:02,Credit card
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,255.15,3/2/2019,14:16,Cash
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,31.752,3/4/2019,15:44,Cash
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,374.388,1/7/2019,12:20,Credit card
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,394.275,3/8/2019,20:01,Credit card
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,1002.12,1/9/2019,13:45,Cash
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,86.625,3/1/2019,15:40,Ewallet
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,78.7185,3/16/2019,16:58,Cash
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,680.064,2/17/2019,11:12,Credit card
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,793.548,2/27/2019,15:12,Cash
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,209.559,3/7/2019,20:37,Ewallet
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,461.286,1/21/2019,17:44,Cash
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,173.208,2/19/2019,16:23,Cash
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,343.056,1/6/2019,12:12,Cash
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,484.974,3/14/2019,19:33,Cash
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,276.948,3/24/2019,10:29,Cash
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,150.78,1/27/2019,14:28,Cash
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,203.175,3/6/2019,12:46,Credit card
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,193.011,2/2/2019,19:40,Cash
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,128.016,1/25/2019,19:39,Credit card
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,441.693,3/14/2019,17:54,Ewallet
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,265.104,1/29/2019,12:25,Cash
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,352.2225,1/3/2019,16:47,Credit card
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,507.675,1/14/2019,12:52,Ewallet
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,334.341,1/5/2019,19:50,Credit card
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,701.8515,2/22/2019,18:17,Ewallet
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,407.316,2/6/2019,17:20,Ewallet
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,99.33,1/30/2019,13:32,Credit card
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,345.786,1/11/2019,10:37,Credit card
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,55.881,3/19/2019,14:35,Cash
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,523.3725,1/14/2019,12:09,Cash
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,314.538,3/1/2019,15:32,Ewallet
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,214.935,1/6/2019,13:58,Ewallet
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,79.611,1/31/2019,13:19,Cash
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,294.651,3/11/2019,13:37,Cash
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,339.36,2/20/2019,16:49,Credit card
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,510.9615,1/27/2019,14:55,Ewallet
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,133.917,3/10/2019,14:04,Credit card
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,253.512,2/15/2019,12:31,Cash
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,398.475,1/26/2019,14:51,Cash
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,80.661,2/13/2019,18:27,Ewallet
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,548.73,3/9/2019,12:45,Credit card
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,83.727,3/6/2019,10:36,Ewallet
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,406.875,1/24/2019,20:36,Ewallet
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,284.9175,3/13/2019,14:16,Ewallet
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,128.4255,3/15/2019,10:26,Cash
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,258.678,3/5/2019,13:30,Credit card
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,181.818,3/4/2019,16:28,Cash
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,248.409,3/25/2019,20:18,Credit card
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,194.124,3/12/2019,20:04,Credit card
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,14.679,2/4/2019,13:38,Ewallet
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,208.6875,2/22/2019,10:43,Ewallet
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,718.7565,2/16/2019,17:30,Ewallet
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,282.492,1/19/2019,15:28,Credit card
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,72.3975,1/11/2019,19:07,Credit card
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,288.582,1/4/2019,19:01,Cash
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,237.426,3/4/2019,19:48,Ewallet
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,125.055,1/28/2019,19:24,Ewallet
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,359.205,1/2/2019,13:00,Cash
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,45.927,1/25/2019,14:29,Ewallet
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,110.0925,1/4/2019,13:21,Cash
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,81.396,3/10/2019,18:55,Ewallet
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,427.812,3/22/2019,19:36,Ewallet
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,100.9155,1/25/2019,16:28,Ewallet
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,190.596,1/8/2019,13:48,Credit card
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,85.5855,1/22/2019,10:57,Ewallet
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,120.162,1/12/2019,17:13,Ewallet
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,185.367,2/4/2019,10:23,Cash
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,121.59,3/28/2019,13:57,Ewallet
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,264.7575,1/23/2019,13:29,Cash
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,1020.705,2/8/2019,13:00,Credit card
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,213.528,3/19/2019,19:42,Credit card
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,17.094,3/9/2019,15:36,Cash
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,383.7645,1/2/2019,13:40,Cash
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,390.7995,1/21/2019,18:01,Cash
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,65.7405,3/20/2019,13:53,Credit card
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,353.1675,2/27/2019,17:27,Cash
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,951.825,3/8/2019,10:53,Ewallet
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,145.068,1/31/2019,19:48,Credit card
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,90.867,3/8/2019,16:53,Ewallet
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,147.798,1/13/2019,19:14,Ewallet
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,702.219,3/9/2019,14:36,Credit card
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,49.812,2/22/2019,18:19,Credit card
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,937.818,3/19/2019,19:09,Ewallet
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,348.306,1/20/2019,16:51,Ewallet
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,214.137,3/8/2019,15:37,Credit card
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,71.568,3/8/2019,20:15,Ewallet
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,343.224,2/7/2019,14:38,Credit card
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,91.56,1/15/2019,19:25,Cash
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,742.812,3/22/2019,19:35,Credit card
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,843.0345,1/15/2019,15:42,Credit card
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,13.419,1/8/2019,14:11,Ewallet
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,140.385,1/15/2019,10:43,Cash
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,20.1075,1/28/2019,17:58,Credit card
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,290.43,2/14/2019,11:26,Credit card
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,144.081,3/10/2019,17:38,Credit card
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,28.4235,1/12/2019,20:07,Credit card
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,41.076,3/26/2019,11:02,Credit card
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,470.673,1/1/2019,19:07,Cash
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,138.663,1/2/2019,18:50,Cash
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,333.9525,3/16/2019,12:43,Ewallet
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,26.25,3/3/2019,15:09,Ewallet
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,87.234,1/31/2019,13:47,Cash
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,155.19,2/13/2019,16:59,Cash
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,731.43,2/15/2019,14:15,Credit card
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,833.595,2/7/2019,20:24,Cash
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,488.985,1/27/2019,13:58,Cash
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,37.6845,2/23/2019,16:52,Credit card
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,212.73,2/3/2019,15:19,Cash
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,767.025,3/3/2019,12:25,Credit card
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,310.59,2/3/2019,10:02,Cash
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,23.751,3/17/2019,18:58,Cash
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,269.535,3/28/2019,15:31,Credit card
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,572.775,3/2/2019,11:22,Credit card
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,273.0525,2/8/2019,13:12,Credit card
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,233.226,3/22/2019,18:33,Cash
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,22.659,2/9/2019,10:02,Ewallet
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,103.782,2/15/2019,11:21,Cash
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,527.751,1/23/2019,12:10,Ewallet
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,168.21,1/25/2019,11:40,Cash
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,452.865,2/2/2019,18:31,Credit card
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,609.588,3/30/2019,17:58,Cash
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,338.31,3/30/2019,17:04,Cash
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,205.317,2/25/2019,20:35,Credit card
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,174.615,3/18/2019,16:10,Credit card
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,353.094,3/7/2019,16:54,Ewallet
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,360.885,3/16/2019,10:11,Ewallet
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,40.53,1/29/2019,11:26,Ewallet
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,554.148,2/2/2019,20:29,Cash
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,344.4,2/15/2019,12:12,Cash
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,194.985,1/8/2019,13:05,Ewallet
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,633.99,2/12/2019,16:19,Cash
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,388.29,1/1/2019,19:48,Credit card
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,207.858,3/21/2019,15:25,Ewallet
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,431.445,2/28/2019,14:42,Cash
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,156.03,3/23/2019,18:59,Ewallet
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,24.108,1/30/2019,20:47,Cash
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,734.076,2/4/2019,13:21,Ewallet
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,72.87,3/13/2019,19:48,Ewallet
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,206.43,3/15/2019,18:20,Credit card
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,212.688,3/5/2019,20:24,Ewallet
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,127.26,3/5/2019,13:44,Credit card
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,209.769,2/26/2019,11:48,Ewallet
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,637.728,3/20/2019,14:14,Cash
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,132.762,1/1/2019,15:51,Cash
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,568.512,1/27/2019,11:17,Cash
